route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
4,1382_PD,1382_1381,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1382,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1383,Sídlisko III,,0,,259020,0,0
8,1382_SO,1382_1384,Sídlisko III,,0,,259020,0,0
8,1382_SO,1382_1385,Sídlisko III,,0,,259020,0,0
8,1382_SO,1382_1386,Sídlisko III,,0,,259020,0,0
8,1382_SO,1382_1387,Sídlisko III,,0,,259020,0,0
8,1382_SO,1382_1388,Sídlisko III,,0,,259020,0,0
8,1382_SO,1382_1389,Sídlisko III,,0,,259020,0,0
11,1382_SO,1382_139,Na Rúrkach,,0,,259087,0,0
4,1382_PD,1382_1390,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1391,Sídlisko III,,0,,259020,0,0
4,1382_PD,1382_1392,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1393,Sídlisko III,,0,,259020,0,0
4,1382_PD,1382_1394,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1395,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1396,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1397,Sibírska,,1,,259019,0,0
4,1382_PD,1382_1398,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1399,Sídlisko III,,0,,258972,0,0
14,1382_NE,1382_14,Garrett,,1,,259173,0,0
33,1382_NE,1382_140,Pod nadjazdom,,0,,259446,0,0
4,1382_PD,1382_1400,Sídlisko III,,0,,258972,0,0
21,1382_PD,1382_1401,Fintice,,1,,259280,0,0
4,1382_PD,1382_1402,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1403,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1404,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1405,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1406,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1407,Sibírska,,1,,259019,0,0
4,1382_PD,1382_1408,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1409,Sídlisko III,,0,,258972,0,0
11,1382_SO,1382_141,Veľká pošta,,1,,259093,0,0
4,1382_PD,1382_1410,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1411,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1412,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1413,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1414,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1415,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1416,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1417,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1418,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1419,Sibírska,,1,,259019,0,0
11,1382_SO,1382_142,Veľká pošta,,1,,259093,0,0
4,1382_PD,1382_1420,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1421,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1422,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1423,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1424,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1425,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1426,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1427,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1428,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1429,Sibírska,,1,,259019,0,0
11,1382_SO,1382_143,Veľká pošta,,1,,259093,0,0
8,1382_SO,1382_1430,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1431,Sibírska,,1,,259019,0,0
4,1382_PD,1382_1432,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1433,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1434,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1435,Sídlisko III,,0,,258972,0,0
8,1382_SO,1382_1436,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1437,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1438,Sibírska,,1,,259019,0,0
14,1382_NE,1382_1439,Č.most-Kpt.Nálepku,,0,,259178,0,0
11,1382_SO,1382_144,Veľká pošta,,1,,259093,0,0
33,1382_SO,1382_1440,Šváby-Delňa,,1,,259442,0,0
8,1382_SO,1382_1441,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1442,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1443,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1444,Sibírska,,1,,259019,0,0
8,1382_SO,1382_1445,Sibírska,,1,,259019,0,0
4,1382_PD,1382_1446,Sídlisko III,,0,,258972,0,0
21,1382_PD,1382_1447,Fintice,,1,,259280,0,0
21,1382_PD,1382_1448,Dopravný podnik,,1,,259282,0,0
8,1382_SO,1382_1449,Sibírska,,1,,259019,0,0
11,1382_SO,1382_145,Veľká pošta,,1,,259093,0,0
4,1382_PD,1382_1450,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1451,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1452,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1453,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1454,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1455,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1456,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1457,Sídlisko III,,0,,258972,0,0
2,1382_SO,1382_1458,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1459,Budovateľská,,1,,258970,0,0
11,1382_SO,1382_146,Veľká pošta,,1,,259093,0,0
2,1382_SO,1382_1460,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1461,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1462,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1463,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1464,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1465,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1466,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1467,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1468,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1469,Budovateľská,,1,,258970,0,0
11,1382_SO,1382_147,Veľká pošta,,1,,259093,0,0
2,1382_SO,1382_1470,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1471,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1472,Budovateľská,,1,,258970,0,0
2,1382_SO,1382_1473,Budovateľská,,1,,258970,0,0
1,1382_SO,1382_1475,Nižná Šebastová,,0,,258958,0,0
2,1382_SO,1382_1476,Budovateľská,,1,,258970,0,0
7,1382_NE,1382_1477,Budovateľská,,1,,259012,0,0
10,1382_PD,1382_1478,Sibírska,,1,,259078,0,0
2,1382_NE,1382_1479,Obrancov mieru,,0,,258965,0,0
11,1382_NE,1382_148,Veľká pošta,,1,,259093,0,0
5,1382_NE,1382_1480,Bajkalská,,0,,258994,0,0
1,1382_SO,1382_1481,Nižná Šebastová,,0,,258958,0,0
21,1382_PD,1382_1482,Fintice,,1,,259279,0,0
1,1382_SO,1382_1483,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1484,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1485,Nižná Šebastová,,0,,258958,0,0
18,1382_SO,1382_1486,Záborské,,1,,259257,0,0
1,1382_SO,1382_1487,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1488,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1489,Nižná Šebastová,,0,,258958,0,0
11,1382_NE,1382_149,Veľká pošta,,1,,259093,0,0
1,1382_SO,1382_1490,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1491,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1492,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1493,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1494,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1495,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1496,Nižná Šebastová,,0,,258958,0,0
10,1382_PD,1382_1497,Nemocnica,,0,,259083,0,0
18,1382_SO,1382_1498,Záborské,,1,,259257,0,0
1,1382_SO,1382_1499,Nižná Šebastová,,0,,258958,0,0
8,1382_SO,1382_15,Sídlisko III,,0,,259020,0,0
11,1382_NE,1382_150,Veľká pošta,,1,,259093,0,0
1,1382_SO,1382_1500,Nižná Šebastová,,0,,258958,0,0
18,1382_SO,1382_1501,Cemjata,,0,,259240,0,0
1,1382_SO,1382_1502,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1503,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1504,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1505,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1506,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1507,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1508,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1509,Nižná Šebastová,,0,,258958,0,0
11,1382_NE,1382_151,Veľká pošta,,1,,259093,0,0
1,1382_SO,1382_1510,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1511,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1512,Nižná Šebastová,,0,,258958,0,0
18,1382_SO,1382_1513,Cemjata,,0,,259240,0,0
1,1382_SO,1382_1514,Nižná Šebastová,,0,,258958,0,0
5,1382_NE,1382_1515,Obrancov mieru,,1,,258995,0,0
1,1382_SO,1382_1516,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1517,Nižná Šebastová,,0,,258958,0,0
1,1382_SO,1382_1518,Nižná Šebastová,,0,,258954,0,0
1,1382_SO,1382_1519,Solivar,,1,,258948,0,0
11,1382_NE,1382_152,Veľká pošta,,1,,259093,0,0
1,1382_SO,1382_1520,Solivar,,1,,258948,0,0
1,1382_SO,1382_1521,Solivar,,1,,258948,0,0
1,1382_SO,1382_1522,Solivar,,1,,258948,0,0
1,1382_SO,1382_1523,Solivar,,1,,258948,0,0
1,1382_SO,1382_1524,Solivar,,1,,258948,0,0
1,1382_SO,1382_1525,Solivar,,1,,258948,0,0
1,1382_SO,1382_1526,Solivar,,1,,258948,0,0
1,1382_SO,1382_1528,Solivar,,1,,258948,0,0
2,1382_NE,1382_1529,Budovateľská,,1,,258970,0,0
11,1382_NE,1382_153,Veľká pošta,,1,,259093,0,0
1,1382_SO,1382_1530,Solivar,,1,,258948,0,0
1,1382_SO,1382_1531,Solivar,,1,,258948,0,0
1,1382_SO,1382_1532,Solivar,,1,,258948,0,0
1,1382_SO,1382_1533,Solivar,,1,,258948,0,0
1,1382_SO,1382_1534,Solivar,,1,,258948,0,0
1,1382_SO,1382_1535,Solivar,,1,,258948,0,0
1,1382_SO,1382_1536,Solivar,,1,,258948,0,0
1,1382_SO,1382_1537,Solivar,,1,,258948,0,0
1,1382_SO,1382_1538,Solivar,,1,,258948,0,0
1,1382_SO,1382_1539,Solivar,,1,,258948,0,0
11,1382_NE,1382_154,Veľká pošta,,1,,259093,0,0
1,1382_SO,1382_1540,Solivar,,1,,258948,0,0
1,1382_SO,1382_1542,Solivar,,1,,258948,0,0
2,1382_NE,1382_1543,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1544,Bajkalská,,0,,258994,0,0
10,1382_PD,1382_1545,Sibírska,,1,,259078,0,0
5,1382_NE,1382_1546,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1547,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1548,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1549,Bajkalská,,0,,258994,0,0
11,1382_SO,1382_155,V.pošta-Záborské,,1,,259091,0,0
5,1382_NE,1382_1550,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1551,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1552,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1553,Bajkalská,,0,,258994,0,0
21,1382_PD,1382_1554,Fintice,,1,,259279,0,0
5,1382_NE,1382_1555,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1556,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1557,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1558,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1559,Obrancov mieru,,1,,258995,0,0
4,1382_SO,1382_156,Sídlisko III,,0,,258972,0,0
2,1382_NE,1382_1560,Budovateľská,,1,,258970,0,0
1,1382_SO,1382_1561,Solivar,,1,,258948,0,0
2,1382_NE,1382_1562,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1563,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1564,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1566,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1567,Obrancov mieru,,0,,258965,0,0
46,1382_SO,1382_1568,Ruská Nová Ves,,1,,259574,0,0
46,1382_SO,1382_1569,Ruská Nová Ves,,1,,259574,0,0
11,1382_NE,1382_157,Na Rúrkach,,0,,259087,0,0
5,1382_NE,1382_1570,Bajkalská,,0,,258994,0,0
46,1382_SO,1382_1571,Ruská Nová Ves,,1,,259574,0,0
46,1382_SO,1382_1572,Ruská Nová Ves,,1,,259574,0,0
46,1382_SO,1382_1573,Ruská Nová Ves,,1,,259574,0,0
5,1382_NE,1382_1574,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1575,Budovateľská,,1,,258970,0,0
46,1382_SO,1382_1576,"Solivar, ďalej ako linka 1",,0,,259567,0,0
46,1382_SO,1382_1577,"Solivar, ďalej ako linka 1",,0,,259567,0,0
2,1382_NE,1382_1578,Obrancov mieru,,0,,258965,0,0
46,1382_SO,1382_1579,"Solivar, ďalej ako linka 1",,0,,259567,0,0
11,1382_NE,1382_158,V.pošta-Záborské,,1,,259091,0,0
46,1382_SO,1382_1580,Kpt.Nálepku,,0,,259573,0,0
46,1382_SO,1382_1581,"Solivar, ďalej ako linka 1",,0,,259567,0,0
5,1382_NE,1382_1582,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1583,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1584,Budovateľská,,1,,258970,0,0
7,1382_NE,1382_1585,Dopravný podnik,,0,,259004,0,0
5,1382_NE,1382_1588,Bajkalská,,0,,258983,0,0
5,1382_NE,1382_1589,Obrancov mieru,,1,,258995,0,0
11,1382_NE,1382_159,M.Benku-Solivar,,1,,259095,0,0
2,1382_NE,1382_1590,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1591,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1592,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1593,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1594,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1595,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1596,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1597,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1598,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1599,Obrancov mieru,,0,,258965,0,0
8,1382_SO,1382_16,Sibírska,,1,,259019,0,0
11,1382_NE,1382_160,M.Benku-Solivar,,1,,259095,0,0
5,1382_NE,1382_1600,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1601,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1602,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1603,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1604,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1605,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1606,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1607,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1608,Bajkalská,,0,,258994,0,0
1,1382_SO,1382_1609,Solivar,,1,,258948,0,0
11,1382_NE,1382_161,M.Benku-Solivar,,1,,259095,0,0
5,1382_NE,1382_1610,Obrancov mieru,,1,,258995,0,0
1,1382_SO,1382_1611,Solivar,,1,,258948,0,0
2,1382_NE,1382_1612,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1613,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1614,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1615,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1616,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1617,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1618,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1619,Obrancov mieru,,1,,258995,0,0
11,1382_NE,1382_162,M.Benku-Solivar,,1,,259095,0,0
2,1382_NE,1382_1620,Budovateľská,,1,,258970,0,0
2,1382_NE,1382_1622,Obrancov mieru,,0,,258965,0,0
5,1382_NE,1382_1623,Bajkalská,,0,,258994,0,0
5,1382_NE,1382_1624,Obrancov mieru,,1,,258995,0,0
2,1382_NE,1382_1625,Budovateľská,,1,,258970,0,0
5,1382_SO,1382_1626,Bajkalská-Sídlisko III ->8 Sibírska,,0,,258996,0,0
11,1382_NE,1382_163,M.Benku-Solivar,,1,,259095,0,0
38,1382_NE,1382_1630,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1631,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1632,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1633,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1634,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1635,Sídlisko III,,0,,259487,0,0
1,1382_SO,1382_1636,Solivar,,1,,258948,0,0
38,1382_NE,1382_1637,Sibírska,,1,,259488,0,0
1,1382_SO,1382_1638,Solivar,,1,,258948,0,0
11,1382_NE,1382_164,M.Benku-Solivar,,1,,259095,0,0
7,1382_NE,1382_1642,Budovateľská,,1,,259010,0,0
7,1382_NE,1382_1643,Budovateľská,,1,,259010,0,0
7,1382_NE,1382_1644,Trojica-Kanaš,,0,,259003,0,0
7,1382_NE,1382_1645,Trojica-Kanaš,,0,,259003,0,0
38,1382_NE,1382_1646,Sídlisko III,,0,,259487,0,0
4,1382_PD,1382_1647,Sídlisko III,,0,,258972,0,0
11,1382_PD,1382_1648,M.Benku-Pod Hrádkom DULOVA VES,,1,,259099,0,0
24,1382_NE,1382_1649,Kpt.Nálepku,,0,,259343,0,0
11,1382_NE,1382_165,M.Benku-Solivar,,1,,259095,0,0
4,1382_PD,1382_1650,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1651,Sídlisko III,,0,,258972,0,0
14,1382_NE,1382_1652,Garrett,,1,,259173,0,0
14,1382_NE,1382_1653,Č.most-Kpt.Nálepku,,0,,259178,0,0
24,1382_NE,1382_1654,Haniska,,1,,259347,0,0
24,1382_NE,1382_1655,Kpt.Nálepku,,0,,259343,0,0
4,1382_PD,1382_1657,Sídlisko III,,0,,258972,0,0
13,1382_NE,1382_1659,SEVERNÁ PODHRADÍK,,1,,259132,0,0
11,1382_NE,1382_166,Na Rúrkach,,0,,259085,0,0
13,1382_NE,1382_1660,PODHRADÍK ČIERNY MOST,,0,,259125,0,0
2,1382_PD,1382_1661,Budovateľská,,1,,258963,0,0
38,1382_NE,1382_1662,Sibírska,,1,,259488,0,0
13,1382_NE,1382_1663,Čierny most,,0,,259129,0,0
41,1382_NE,1382_1664,Surdok,,0,,259518,0,0
41,1382_NE,1382_1665,Veľká pošta,,1,,259512,0,0
38,1382_NE,1382_1666,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1667,Sibírska,,1,,259488,0,0
11,1382_NE,1382_167,Na Rúrkach,,0,,259085,0,0
10,1382_PD,1382_1670,Nemocnica,,0,,259083,0,0
38,1382_NE,1382_1671,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1672,Sibírska,,1,,259488,0,0
15,1382_NE,1382_1673,KOLLÁROVA ZA KALVÁRIOU,,0,,259232,0,0
13,1382_NE,1382_1675,Podhradík,,1,,259142,0,0
13,1382_NE,1382_1677,N2 SIBÍRSKA-ŠVÁBSKA SÍDLISKO III,,0,,259150,0,0
1,1382_SO,1382_1679,Solivar,,1,,258948,0,0
11,1382_NE,1382_168,Na Rúrkach,,0,,259085,0,0
1,1382_SO,1382_1680,Solivar,,1,,258948,0,0
1,1382_SO,1382_1681,Solivar,,1,,258948,0,0
1,1382_SO,1382_1682,Solivar,,1,,258948,0,0
1,1382_SO,1382_1683,Solivar,,1,,258948,0,0
1,1382_SO,1382_1684,Solivar,,1,,258948,0,0
38,1382_NE,1382_1685,Sídlisko III,,0,,259487,0,0
13,1382_PD,1382_1686,PODHRADÍK ČIERNY MOST,,0,,259125,0,0
12,1382_SO,1382_1687,Dúbravská,,0,,259107,0,0
13,1382_PD,1382_1688,Čierny most,,0,,259129,0,0
5,1382_SO,1382_169,Obrancov mieru,,1,,258995,0,0
38,1382_NE,1382_1690,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1695,Sídlisko III,,0,,259487,0,0
2,1382_PD,1382_1697,Obrancov mieru,,0,,258961,0,0
8,1382_SO,1382_17,Sibírska,,1,,259019,0,0
5,1382_SO,1382_170,Bajkalská,,0,,258994,0,0
36,1382_NE,1382_1700,Trojica,,0,,259477,0,0
12,1382_SO,1382_1701,Dúbravská,,0,,259107,0,0
38,1382_NE,1382_1702,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1705,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1706,Sibírska,,1,,259488,0,0
10,1382_PD,1382_1707,Sibírska,,1,,259078,0,0
5,1382_SO,1382_171,Bajkalská,,0,,258994,0,0
38,1382_NE,1382_1711,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1712,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1713,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1717,Sibírska,,1,,259488,0,0
10,1382_PD,1382_1718,Nemocnica,,0,,259082,0,0
10,1382_PD,1382_1719,Sibírska,,1,,259078,0,0
5,1382_SO,1382_172,Bajkalská,,0,,258994,0,0
38,1382_NE,1382_1721,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1722,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1723,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1724,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1725,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1726,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1727,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1728,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1729,Sídlisko III,,0,,259487,0,0
5,1382_SO,1382_173,Bajkalská,,0,,258994,0,0
36,1382_PD,1382_1730,Kpt. Nálepku,,0,,259476,0,0
38,1382_NE,1382_1731,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1733,Sídlisko III,,0,,259487,0,0
12,1382_SO,1382_1734,Dúbravská,,0,,259107,0,0
12,1382_SO,1382_1735,Sibírska,,1,,259112,0,0
38,1382_NE,1382_1736,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1737,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1738,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1739,Sídlisko III,,0,,259487,0,0
5,1382_SO,1382_174,Bajkalská,,0,,258994,0,0
38,1382_NE,1382_1740,Sibírska,,1,,259488,0,0
12,1382_SO,1382_1741,Dúbravská,,0,,259107,0,0
38,1382_NE,1382_1742,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1743,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1744,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1745,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1747,Sídlisko III,,0,,259487,0,0
38,1382_NE,1382_1748,Sibírska,,1,,259488,0,0
38,1382_NE,1382_1749,Sídlisko III,,0,,259487,0,0
5,1382_SO,1382_175,Bajkalská,,0,,258994,0,0
4,1382_PD,1382_1752,Sídlisko III,,0,,258972,0,0
4,1382_PD,1382_1753,Sídlisko III,,0,,258972,0,0
22,1382_SO,1382_1755,Šalgovík,,1,,259303,0,0
22,1382_SO,1382_1756,Šalgovík,,1,,259303,0,0
10,1382_PD,1382_1757,Nemocnica,,0,,259082,0,0
22,1382_SO,1382_1758,Šalgovík,,1,,259303,0,0
4,1382_PD,1382_1759,Sídlisko III,,0,,258972,0,0
5,1382_SO,1382_176,Bajkalská,,0,,258994,0,0
22,1382_SO,1382_1761,Šalgovík,,1,,259303,0,0
22,1382_SO,1382_1762,Šalgovík,,1,,259303,0,0
22,1382_SO,1382_1763,Šalgovík,,1,,259303,0,0
22,1382_SO,1382_1764,Šalgovík,,1,,259303,0,0
38,1382_NE,1382_1765,Železničná stanica ->4 Pod Šalgovíkom,,1,,259491,0,0
22,1382_SO,1382_1766,Šalgovík,,1,,259303,0,0
22,1382_NE,1382_1769,Šalgovík,,1,,259303,0,0
5,1382_SO,1382_177,Bajkalská,,0,,258994,0,0
22,1382_NE,1382_1771,Šalgovík,,1,,259303,0,0
A,1382_PD,1382_1772,Vranovská ZŠ Ľubotice,,0,,259577,0,0
10,1382_PD,1382_1773,Sibírska,,1,,259078,0,0
4,1382_NE,1382_1774,Pod Šalgovíkom,,1,,258975,0,0
10,1382_PD,1382_1775,Nemocnica,,0,,259082,0,0
12,1382_SO,1382_1776,Sibírska,,1,,259112,0,0
22,1382_NE,1382_1779,Šalgovík,,1,,259303,0,0
5,1382_SO,1382_178,Bajkalská,,0,,258994,0,0
22,1382_NE,1382_1780,Šalgovík,,1,,259303,0,0
4,1382_NE,1382_1785,Sídlisko III,,0,,258972,0,0
12,1382_SO,1382_1788,Dúbravská,,0,,259107,0,0
12,1382_SO,1382_1789,Sibírska,,1,,259112,0,0
5,1382_SO,1382_179,Bajkalská,,0,,258994,0,0
22,1382_NE,1382_1790,Šalgovík,,1,,259303,0,0
22,1382_NE,1382_1791,Šalgovík,,1,,259303,0,0
22,1382_NE,1382_1792,Šalgovík,,1,,259303,0,0
22,1382_SO,1382_1793,Pod Šalgovíkom,,1,,259294,0,0
22,1382_NE,1382_1794,Šalgovík,,1,,259303,0,0
22,1382_NE,1382_1795,Šalgovík,,1,,259303,0,0
22,1382_NE,1382_1796,Šalgovík,,1,,259303,0,0
22,1382_SO,1382_1797,Teriakovce,,1,,259299,0,0
22,1382_NE,1382_1798,Šalgovík,,1,,259303,0,0
8,1382_SO,1382_18,Sibírska,,1,,259019,0,0
11,1382_NE,1382_180,Na Rúrkach,,0,,259085,0,0
22,1382_SO,1382_1801,Pod Šalgovíkom,,1,,259294,0,0
22,1382_SO,1382_1804,Teriakovce,,1,,259299,0,0
22,1382_SO,1382_1806,Šidlovec,,0,,259290,0,0
22,1382_SO,1382_1807,Šidlovec,,0,,259293,0,0
22,1382_SO,1382_1808,Šidlovec,,0,,259293,0,0
22,1382_SO,1382_1809,Šidlovec,,0,,259293,0,0
5,1382_SO,1382_181,Bajkalská,,0,,258994,0,0
22,1382_SO,1382_1810,Šidlovec,,0,,259290,0,0
22,1382_SO,1382_1811,Šidlovec,,0,,259293,0,0
22,1382_SO,1382_1812,Šidlovec,,0,,259293,0,0
22,1382_SO,1382_1813,Šidlovec,,0,,259293,0,0
22,1382_SO,1382_1814,Šidlovec,,0,,259290,0,0
22,1382_SO,1382_1815,Šidlovec,,0,,259293,0,0
